CustomerID,LastPurchase,Frequency,Monetary,Recency,Churn,R_Score,F_Score,M_Score,RFM_Score,Segment
12386.0,2011-01-06 12:37:00,2,401.9,337,1,1,2,2,122,Lost
12388.0,2011-11-24 12:30:00,6,2780.66,15,0,4,4,4,444,Champion
12390.0,2011-09-21 09:33:00,1,549.84,79,0,2,1,2,212,Lost
12391.0,2011-11-18 12:07:00,1,460.89,21,0,3,1,2,312,Potential Loyalist
12393.0,2011-09-28 15:41:00,4,1582.6000000000001,71,0,2,3,3,233,At Risk
12394.0,2011-10-07 08:08:00,2,1272.48,63,0,2,2,3,223,Lost
12395.0,2011-11-20 15:21:00,12,3018.63,18,0,3,4,4,344,Loyal
12397.0,2011-11-04 09:52:00,2,2409.9,35,0,3,2,4,324,Potential Loyalist
12398.0,2011-10-25 10:27:00,1,1635.6599999999999,45,0,3,1,3,313,Potential Loyalist
12399.0,2011-08-12 13:15:00,4,1108.65,118,1,2,3,3,233,At Risk
12401.0,2011-02-09 13:50:00,1,84.3,302,1,1,1,1,111,Lost
12402.0,2011-01-20 13:49:00,1,225.6,322,1,1,1,1,111,Lost
12403.0,2011-10-21 10:51:00,1,427.7,49,0,3,1,2,312,Potential Loyalist
12405.0,2011-07-14 08:52:00,1,1710.39,148,1,1,1,4,114,Lost
12406.0,2011-11-17 19:22:00,2,3415.3,21,0,3,2,4,324,Potential Loyalist
12407.0,2011-10-21 10:11:00,5,1708.1200000000001,49,0,3,3,4,334,Loyal
12408.0,2011-11-07 12:27:00,5,2888.55,32,0,3,3,4,334,Loyal
12409.0,2011-09-22 10:38:00,3,11072.67,78,0,2,3,4,234,At Risk
12410.0,2011-02-04 10:39:00,2,693.3299999999999,308,1,1,2,3,123,Lost
12412.0,2011-09-26 10:16:00,3,1226.88,74,0,2,3,3,233,At Risk
12413.0,2011-10-04 09:00:00,3,758.1,66,0,2,3,3,233,At Risk
12414.0,2011-05-06 14:51:00,3,562.41,216,1,1,3,2,132,At Risk
12415.0,2011-11-15 14:22:00,21,124914.53,23,0,3,4,4,344,Loyal
12417.0,2011-12-06 14:52:00,9,3649.1,2,0,4,4,4,444,Champion
12418.0,2011-08-19 11:08:00,1,668.58,112,1,2,1,2,212,Lost
12420.0,2011-10-07 08:55:00,1,600.39,63,0,2,1,2,212,Lost
12421.0,2011-11-24 09:07:00,4,807.04,15,0,4,3,3,433,Champion
12422.0,2011-09-05 09:48:00,3,803.5600000000001,95,1,2,3,3,233,At Risk
12423.0,2011-12-09 10:10:00,8,1859.31,0,0,4,4,4,444,Champion
12424.0,2011-06-30 12:06:00,2,1760.96,162,1,1,2,4,124,Lost
12425.0,2011-09-22 17:31:00,1,777.2,77,0,2,1,3,213,Lost
12426.0,2011-05-29 12:26:00,1,582.73,194,1,1,1,2,112,Lost
12427.0,2011-11-18 08:56:00,3,825.8,21,0,3,3,3,333,Loyal
12428.0,2011-11-14 08:22:00,9,7956.46,25,0,3,4,4,344,Loyal
12429.0,2011-11-30 17:22:00,4,3750.4,8,0,4,3,4,434,Champion
12430.0,2011-10-27 15:09:00,1,256.4,42,0,3,1,1,311,Potential Loyalist
12431.0,2011-11-04 11:55:00,15,6487.45,35,0,3,4,4,344,Loyal
12432.0,2011-10-28 11:43:00,5,5059.32,42,0,3,3,4,334,Loyal
12433.0,2011-12-09 10:02:00,7,13375.87,0,0,4,4,4,444,Champion
12434.0,2011-09-16 12:38:00,2,806.14,84,0,2,2,3,223,Lost
12435.0,2011-09-21 09:06:00,2,7829.89,79,0,2,2,4,224,Lost
12436.0,2011-09-01 12:09:00,1,509.01,99,1,2,1,2,212,Lost
12437.0,2011-12-08 11:35:00,18,4951.41,1,0,4,4,4,444,Champion
12438.0,2011-11-25 13:28:00,2,2906.85,13,0,4,2,4,424,Potential Loyalist
12441.0,2010-12-08 10:45:00,1,173.55,366,1,1,1,1,111,Lost
12442.0,2011-12-06 14:22:00,1,172.06,2,0,4,1,1,411,Potential Loyalist
12444.0,2011-11-18 13:23:00,5,5005.46,20,0,3,3,4,334,Loyal
12445.0,2011-11-17 18:43:00,1,133.4,21,0,3,1,1,311,Potential Loyalist
12446.0,2011-10-13 12:50:00,1,1002.3100000000001,57,0,2,1,3,213,Lost
12447.0,2011-04-10 13:25:00,1,476.49,242,1,1,1,2,112,Lost
12448.0,2011-10-26 13:46:00,1,449.45,43,0,3,1,2,312,Potential Loyalist
12449.0,2011-11-17 13:46:00,4,4067.29,21,0,3,3,4,334,Loyal
12450.0,2011-07-06 14:41:00,2,197.88,155,1,1,2,1,121,Lost
12451.0,2011-11-29 08:40:00,5,9035.52,10,0,4,3,4,434,Champion
12452.0,2011-11-23 10:28:00,2,430.57,16,0,4,2,2,422,Potential Loyalist
12453.0,2011-07-28 14:08:00,1,707.09,133,1,2,1,3,213,Lost
12454.0,2011-10-14 17:13:00,1,3528.34,55,0,2,1,4,214,Lost
12455.0,2011-09-27 15:31:00,6,2466.86,72,0,2,4,4,244,At Risk
12456.0,2011-10-26 14:41:00,3,3181.04,43,0,3,3,4,334,Loyal
12457.0,2011-10-04 13:13:00,7,2363.23,65,0,2,4,4,244,At Risk
12458.0,2011-09-29 15:25:00,2,947.4,70,0,2,2,3,223,Lost
12461.0,2011-09-06 16:57:00,2,826.88,93,1,2,2,3,223,Lost
12462.0,2011-11-21 09:11:00,2,1189.59,18,0,3,2,3,323,Potential Loyalist
12463.0,2011-10-17 13:44:00,4,1344.78,52,0,2,3,3,233,At Risk
12464.0,2011-11-29 13:33:00,8,1212.05,9,0,4,4,3,443,Champion
12465.0,2011-11-22 16:34:00,2,742.1899999999999,16,0,4,2,3,423,Potential Loyalist
12468.0,2011-06-05 11:36:00,2,729.5400000000001,187,1,1,2,3,123,Lost
12471.0,2011-12-07 15:43:00,30,19824.05,1,0,4,4,4,444,Champion
12472.0,2011-11-07 14:01:00,7,6572.11,31,0,3,4,4,344,Loyal
12473.0,2011-11-10 13:46:00,5,3938.5499999999997,28,0,3,3,4,334,Loyal
12474.0,2011-11-22 14:39:00,18,7375.79,16,0,4,4,4,444,Champion
12475.0,2011-10-17 10:10:00,1,723.38,53,0,2,1,3,213,Lost
12476.0,2011-11-24 12:40:00,11,6816.42,15,0,4,4,4,444,Champion
12477.0,2011-11-17 09:51:00,6,13219.74,22,0,3,4,4,344,Loyal
12478.0,2011-12-06 09:56:00,1,680.99,3,0,4,1,3,413,Potential Loyalist
12479.0,2011-11-28 13:26:00,1,527.2,10,0,4,1,2,412,Potential Loyalist
12480.0,2011-11-11 14:52:00,4,3281.63,27,0,3,3,4,334,Loyal
12481.0,2011-11-17 08:29:00,10,5596.32,22,0,3,4,4,344,Loyal
12483.0,2011-11-22 17:02:00,8,2484.98,16,0,4,4,4,444,Champion
12484.0,2011-11-07 11:37:00,6,4541.72,32,0,3,4,4,344,Loyal
12488.0,2011-11-30 08:50:00,3,1298.66,9,0,4,3,3,433,Champion
12489.0,2011-01-07 13:13:00,1,334.93,335,1,1,1,2,112,Lost
12490.0,2011-12-04 16:07:00,10,5417.93,4,0,4,4,4,444,Champion
12491.0,2011-11-01 12:18:00,1,460.40000000000003,38,0,3,1,2,312,Potential Loyalist
12492.0,2011-10-07 15:15:00,2,263.21000000000004,62,0,2,2,1,221,Lost
12493.0,2011-06-27 10:17:00,2,433.74,165,1,1,2,2,122,Lost
12494.0,2011-11-24 09:34:00,7,1246.1000000000001,15,0,4,4,3,443,Champion
12497.0,2011-09-19 12:29:00,1,1043.1,81,0,2,1,3,213,Lost
12498.0,2011-11-18 12:53:00,3,403.70000000000005,20,0,3,3,2,332,Loyal
12500.0,2011-11-16 16:20:00,11,4257.82,22,0,3,4,4,344,Loyal
12501.0,2011-01-07 12:28:00,1,2169.39,336,1,1,1,4,114,Lost
12502.0,2011-09-05 11:52:00,5,3723.87,95,1,2,3,4,234,At Risk
12504.0,2011-11-21 16:02:00,2,482.04999999999995,17,0,4,2,2,422,Potential Loyalist
12506.0,2011-04-21 08:54:00,1,73.5,232,1,1,1,1,111,Lost
12507.0,2011-07-28 17:09:00,3,1304.81,133,1,2,3,3,233,At Risk
12508.0,2011-11-13 15:37:00,2,398.27,25,0,3,2,2,322,Potential Loyalist
12509.0,2011-02-28 14:45:00,1,176.5,283,1,1,1,1,111,Lost
12510.0,2011-07-20 10:15:00,2,982.5699999999999,142,1,1,2,3,123,Lost
12512.0,2011-10-04 14:55:00,2,138.03,65,0,2,2,1,221,Lost
12513.0,2011-08-19 10:51:00,1,612.29,112,1,2,1,2,212,Lost
12514.0,2011-03-17 16:38:00,1,1017.68,266,1,1,1,3,113,Lost
12515.0,2010-12-21 15:43:00,1,383.7,352,1,1,1,2,112,Lost
12516.0,2011-09-23 09:13:00,2,1312.06,77,0,2,2,3,223,Lost
12517.0,2011-11-11 14:04:00,5,2502.84,27,0,3,3,4,334,Loyal
12518.0,2011-12-09 10:13:00,5,2056.89,0,0,4,3,4,434,Champion
12519.0,2011-10-07 09:26:00,1,340.84,63,0,2,1,2,212,Lost
12520.0,2011-09-21 15:23:00,5,2634.26,78,0,2,3,4,234,At Risk
12521.0,2011-07-20 10:51:00,1,599.68,142,1,1,1,2,112,Lost
12522.0,2011-10-31 15:30:00,2,192.72,38,0,3,2,1,321,Potential Loyalist
12523.0,2011-11-20 12:55:00,11,1789.77,18,0,3,4,4,344,Loyal
12524.0,2011-11-30 15:31:00,8,4485.72,8,0,4,4,4,444,Champion
12526.0,2011-12-09 12:09:00,3,1316.66,0,0,4,3,3,433,Champion
12527.0,2011-09-19 11:55:00,3,348.71000000000004,81,0,2,3,2,232,At Risk
12528.0,2011-11-30 14:40:00,6,1933.48,8,0,4,4,4,444,Champion
12530.0,2011-10-11 12:34:00,4,1662.28,59,0,2,3,4,234,At Risk
12531.0,2011-11-25 11:12:00,1,125.22,14,0,4,1,1,411,Potential Loyalist
12532.0,2011-11-09 13:47:00,1,349.83000000000004,29,0,3,1,2,312,Potential Loyalist
12534.0,2011-08-01 10:26:00,1,1089.18,130,1,2,1,3,213,Lost
12535.0,2011-09-09 08:48:00,2,716.35,91,1,2,2,3,223,Lost
12536.0,2011-10-27 14:20:00,3,12601.830000000002,42,0,3,3,4,334,Loyal
12538.0,2011-11-10 17:16:00,1,363.95,28,0,3,1,2,312,Potential Loyalist
12539.0,2011-11-17 13:30:00,4,5568.35,21,0,3,3,4,334,Loyal
12540.0,2011-11-20 11:31:00,17,13400.24,19,0,3,4,4,344,Loyal
12541.0,2011-11-10 10:40:00,3,981.18,29,0,3,3,3,333,Loyal
12544.0,2011-11-03 16:15:00,1,372.7,35,0,3,1,2,312,Potential Loyalist
12545.0,2011-09-25 13:39:00,2,1000.39,74,0,2,2,3,223,Lost
12546.0,2011-10-24 12:09:00,2,1161.5,46,0,3,2,3,323,Potential Loyalist
12547.0,2011-05-26 12:38:00,2,207.79999999999998,197,1,1,2,1,121,Lost
12548.0,2011-06-26 15:35:00,1,95.19999999999999,165,1,1,1,1,111,Lost
12550.0,2011-09-21 14:35:00,1,964.83,78,0,2,1,3,213,Lost
12551.0,2010-12-17 11:23:00,1,168.0,357,1,1,1,1,111,Lost
12552.0,2011-11-01 10:02:00,2,437.82,38,0,3,2,2,322,Potential Loyalist
12553.0,2011-12-01 16:38:00,10,3692.28,7,0,4,4,4,444,Champion
12556.0,2011-10-20 13:06:00,2,603.71,49,0,3,2,2,322,Potential Loyalist
12557.0,2011-11-23 16:59:00,5,11990.960000000001,15,0,4,3,4,434,Champion
12558.0,2011-12-02 10:41:00,1,269.96,7,0,4,1,1,411,Potential Loyalist
12559.0,2011-02-02 09:49:00,2,561.71,310,1,1,2,2,122,Lost
12560.0,2011-12-04 13:54:00,3,2134.01,4,0,4,3,4,434,Champion
12561.0,2011-02-10 11:39:00,1,238.85,302,1,1,1,1,111,Lost
12562.0,2011-12-01 17:20:00,7,3781.7400000000002,7,0,4,4,4,444,Champion
12564.0,2011-03-23 14:55:00,1,456.9,260,1,1,1,2,112,Lost
12565.0,2011-02-24 10:34:00,1,145.92,288,1,1,1,1,111,Lost
12566.0,2011-09-14 14:30:00,1,351.65,85,0,2,1,2,212,Lost
12567.0,2011-11-17 11:02:00,10,9401.28,22,0,3,4,4,344,Loyal
12569.0,2011-12-07 16:24:00,32,4124.69,1,0,4,4,4,444,Champion
12571.0,2011-10-31 10:19:00,2,519.61,39,0,3,2,2,322,Potential Loyalist
12572.0,2011-12-01 09:20:00,2,1020.42,8,0,4,2,3,423,Potential Loyalist
12573.0,2011-04-26 15:52:00,1,160.54000000000002,226,1,1,1,1,111,Lost
12574.0,2011-01-28 09:20:00,1,218.45,315,1,1,1,1,111,Lost
12576.0,2011-11-04 10:11:00,5,1315.83,35,0,3,3,3,333,Loyal
12577.0,2011-11-04 13:24:00,3,657.8,34,0,3,3,2,332,Loyal
12578.0,2011-11-18 13:30:00,2,2794.51,20,0,3,2,4,324,Potential Loyalist
12579.0,2011-09-22 17:15:00,1,440.42,77,0,2,1,2,212,Lost
12580.0,2011-04-07 10:24:00,1,415.7,246,1,1,1,2,112,Lost
12581.0,2011-10-31 08:56:00,1,197.71,39,0,3,1,1,311,Potential Loyalist
12582.0,2011-04-15 08:45:00,2,511.36,238,1,1,2,2,122,Lost
12583.0,2011-12-07 08:07:00,15,7281.38,2,0,4,4,4,444,Champion
12584.0,2011-12-06 09:35:00,9,2338.15,3,0,4,4,4,444,Champion
12585.0,2011-04-19 13:39:00,2,2040.1,233,1,1,2,4,124,Lost
12586.0,2011-11-22 16:24:00,1,196.94000000000003,16,0,4,1,1,411,Potential Loyalist
12587.0,2011-12-02 12:47:00,1,144.0,7,0,4,1,1,411,Potential Loyalist
12588.0,2011-10-31 15:01:00,1,214.89999999999998,38,0,3,1,1,311,Potential Loyalist
12589.0,2011-11-11 10:19:00,2,646.68,28,0,3,2,2,322,Potential Loyalist
12590.0,2011-05-12 14:52:00,2,9864.26,210,1,1,2,4,124,Lost
12591.0,2011-01-26 14:35:00,1,452.84999999999997,316,1,1,1,2,112,Lost
12592.0,2011-09-08 15:04:00,2,437.6,91,1,2,2,2,222,Lost
12593.0,2011-08-23 12:43:00,3,418.09999999999997,108,1,2,3,2,232,At Risk
12594.0,2011-11-02 12:20:00,10,3338.2200000000003,37,0,3,4,4,344,Loyal
12596.0,2011-10-19 13:02:00,2,618.27,50,0,3,2,2,322,Potential Loyalist
12597.0,2011-11-20 13:33:00,4,3811.22,18,0,3,3,4,334,Loyal
12598.0,2011-11-30 12:18:00,8,3023.08,9,0,4,4,4,444,Champion
12599.0,2011-11-10 13:34:00,7,1032.58,28,0,3,4,3,343,Loyal
12600.0,2011-11-11 10:29:00,10,2599.04,28,0,3,4,4,344,Loyal
12601.0,2011-06-03 10:17:00,5,577.0600000000001,189,1,1,3,2,132,At Risk
12602.0,2011-10-12 11:22:00,1,153.12,58,0,2,1,1,211,Lost
12603.0,2011-11-18 10:42:00,1,739.1999999999999,21,0,3,1,3,313,Potential Loyalist
12604.0,2011-09-21 14:08:00,2,254.18,78,0,2,2,1,221,Lost
12607.0,2011-10-10 16:06:00,1,1579.51,59,0,2,1,3,213,Lost
12609.0,2011-09-22 16:34:00,3,1126.85,77,0,2,3,3,233,At Risk
12610.0,2011-11-17 09:34:00,5,2099.54,22,0,3,3,4,334,Loyal
12611.0,2011-10-18 13:12:00,1,1193.32,51,0,2,1,3,213,Lost
12612.0,2011-09-26 15:35:00,1,704.0400000000001,73,0,2,1,3,213,Lost
12613.0,2011-10-13 14:59:00,5,3344.38,56,0,2,3,4,234,At Risk
12614.0,2011-03-07 10:22:00,1,315.6,277,1,1,1,2,112,Lost
12615.0,2011-12-07 15:02:00,4,2291.19,1,0,4,3,4,434,Champion
12616.0,2011-09-05 15:17:00,2,713.3,94,1,2,2,3,223,Lost
12617.0,2011-11-10 14:39:00,1,355.53,28,0,3,1,2,312,Potential Loyalist
12618.0,2011-11-18 11:10:00,1,177.31,21,0,3,1,1,311,Potential Loyalist
12619.0,2011-11-23 14:52:00,9,3641.24,15,0,4,4,4,444,Champion
12620.0,2011-11-25 10:20:00,3,1339.41,14,0,4,3,3,433,Champion
12621.0,2011-12-08 11:25:00,20,13689.67,1,0,4,4,4,444,Champion
12622.0,2011-04-21 16:39:00,1,180.1,231,1,1,1,1,111,Lost
12623.0,2011-03-08 13:50:00,1,305.1,275,1,1,1,1,111,Lost
12624.0,2011-08-25 15:04:00,2,641.13,105,1,2,2,2,222,Lost
12625.0,2011-05-12 09:54:00,2,2683.82,211,1,1,2,4,124,Lost
12626.0,2011-11-16 16:06:00,9,6620.48,22,0,3,4,4,344,Loyal
12627.0,2011-11-29 12:07:00,7,4478.53,10,0,4,4,4,444,Champion
12628.0,2011-12-05 13:15:00,3,786.46,3,0,4,3,3,433,Champion
12630.0,2011-11-30 10:48:00,2,1270.88,9,0,4,2,3,423,Potential Loyalist
12631.0,2011-10-13 13:53:00,1,640.5,56,0,2,1,2,212,Lost
12633.0,2011-10-12 11:40:00,4,2163.98,58,0,2,3,4,234,At Risk
12635.0,2011-09-11 11:04:00,2,1689.18,89,0,2,2,4,224,Lost
12637.0,2011-10-03 13:46:00,8,6021.9,66,0,2,4,4,244,At Risk
12638.0,2011-11-06 13:11:00,1,671.69,32,0,3,1,2,312,Potential Loyalist
12639.0,2011-04-15 12:48:00,1,486.1,238,1,1,1,2,112,Lost
12640.0,2011-11-16 11:52:00,3,1174.58,23,0,3,3,3,333,Loyal
12641.0,2011-08-16 13:26:00,1,185.9,114,1,2,1,1,211,Lost
12642.0,2011-11-14 15:03:00,3,1013.26,24,0,3,3,3,333,Loyal
12643.0,2011-08-03 12:56:00,6,3344.64,127,1,2,4,4,244,At Risk
12644.0,2011-08-02 10:33:00,1,477.91,129,1,2,1,2,212,Lost
12645.0,2011-11-06 12:38:00,4,1775.18,33,0,3,3,4,334,Loyal
12646.0,2011-12-05 10:14:00,2,1346.97,4,0,4,2,3,423,Potential Loyalist
12647.0,2011-11-17 12:56:00,12,3722.82,21,0,3,4,4,344,Loyal
12648.0,2011-07-08 11:55:00,1,318.05,154,1,1,1,2,112,Lost
12649.0,2011-08-24 14:41:00,3,623.51,106,1,2,3,2,232,At Risk
12650.0,2011-12-06 16:34:00,1,314.44,2,0,4,1,2,412,Potential Loyalist
12651.0,2011-01-09 12:46:00,1,114.0,334,1,1,1,1,111,Lost
12652.0,2011-01-12 15:00:00,1,919.98,330,1,1,1,3,113,Lost
12653.0,2011-07-14 10:41:00,2,2209.85,148,1,1,2,4,124,Lost
12654.0,2011-11-29 10:10:00,5,601.98,10,0,4,3,2,432,Champion
12656.0,2011-11-22 13:42:00,5,4051.17,16,0,4,3,4,434,Champion
12657.0,2011-11-28 15:47:00,4,1643.18,10,0,4,3,3,433,Champion
12658.0,2011-11-21 10:22:00,1,686.05,18,0,3,1,3,313,Potential Loyalist
12659.0,2011-11-10 11:53:00,1,91.68,29,0,3,1,1,311,Potential Loyalist
12660.0,2011-11-28 13:26:00,1,245.1,10,0,4,1,1,411,Potential Loyalist
12662.0,2011-12-09 11:59:00,11,3849.78,0,0,4,4,4,444,Champion
12664.0,2011-12-01 17:07:00,9,4881.88,7,0,4,4,4,444,Champion
12665.0,2011-01-19 08:34:00,1,63.0,324,1,1,1,1,111,Lost
12667.0,2011-10-12 17:00:00,1,620.13,57,0,2,1,2,212,Lost
12668.0,2011-11-28 10:56:00,4,3807.15,11,0,4,3,4,434,Champion
12669.0,2011-07-12 09:54:00,3,2744.0299999999997,150,1,1,3,4,134,At Risk
12670.0,2011-11-29 15:23:00,5,2996.05,9,0,4,3,4,434,Champion
12672.0,2011-01-14 09:20:00,1,225.89999999999998,329,1,1,1,1,111,Lost
12673.0,2011-12-04 13:55:00,2,610.52,4,0,4,2,2,422,Potential Loyalist
12674.0,2011-11-01 12:12:00,4,1970.6,38,0,3,3,4,334,Loyal
12676.0,2011-11-15 12:25:00,6,1331.39,24,0,3,4,3,343,Loyal
12678.0,2011-10-28 13:04:00,12,17628.46,41,0,3,4,4,344,Loyal
12679.0,2011-10-12 12:30:00,4,1113.02,58,0,2,3,3,233,At Risk
12680.0,2011-12-09 12:50:00,4,862.81,0,0,4,3,3,433,Champion
12681.0,2011-11-25 11:33:00,22,13787.54,14,0,4,4,4,444,Champion
12682.0,2011-12-06 10:00:00,31,12288.22,3,0,4,4,4,444,Champion
12683.0,2011-12-05 16:31:00,15,8476.57,3,0,4,4,4,444,Champion
12684.0,2011-12-02 09:53:00,7,2283.63,7,0,4,4,4,444,Champion
12685.0,2011-11-11 13:46:00,6,2863.08,27,0,3,4,4,344,Loyal
12686.0,2010-12-03 09:51:00,1,89.14,371,1,1,1,1,111,Lost
12688.0,2011-08-18 08:49:00,1,4873.8099999999995,113,1,2,1,4,214,Lost
12689.0,2011-11-14 08:31:00,2,1247.61,25,0,3,2,3,323,Potential Loyalist
12690.0,2011-05-18 09:09:00,1,389.01,205,1,1,1,2,112,Lost
12691.0,2011-11-11 16:49:00,6,1035.8,27,0,3,4,3,343,Loyal
12693.0,2011-08-04 17:51:00,4,855.91,126,1,2,3,3,233,At Risk
12694.0,2011-09-30 13:06:00,2,869.67,69,0,2,2,3,223,Lost
12695.0,2011-12-02 13:22:00,4,582.1,6,0,4,3,2,432,Champion
12697.0,2011-11-11 08:47:00,3,957.59,28,0,3,3,3,333,Loyal
12700.0,2011-12-02 10:47:00,4,4939.99,7,0,4,3,4,434,Champion
12701.0,2011-09-21 10:47:00,2,797.71,79,0,2,2,3,223,Lost
12702.0,2011-11-20 10:36:00,1,219.0,19,0,3,1,1,311,Potential Loyalist
12703.0,2011-09-29 17:52:00,1,283.55,70,0,2,1,1,211,Lost
12704.0,2011-12-02 13:15:00,8,2340.84,6,0,4,4,4,444,Champion
12705.0,2011-11-24 13:17:00,9,6868.29,14,0,4,4,4,444,Champion
12707.0,2011-02-21 08:38:00,1,603.42,291,1,1,1,2,112,Lost
12708.0,2011-11-10 09:52:00,10,2712.91,29,0,3,4,4,344,Loyal
12709.0,2011-11-24 15:38:00,15,9736.52,14,0,4,4,4,444,Champion
12710.0,2011-09-04 12:00:00,3,1149.02,96,1,2,3,3,233,At Risk
12712.0,2011-11-11 08:19:00,13,4396.13,28,0,3,4,4,344,Loyal
12713.0,2011-12-09 12:16:00,1,848.55,0,0,4,1,3,413,Potential Loyalist
12714.0,2011-11-30 15:43:00,5,4708.86,8,0,4,3,4,434,Champion
12715.0,2011-08-25 15:22:00,1,353.86,105,1,2,1,2,212,Lost
12716.0,2011-12-06 08:55:00,2,1053.49,3,0,4,2,3,423,Potential Loyalist
12717.0,2011-07-11 14:47:00,2,1030.98,150,1,1,2,3,123,Lost
12718.0,2011-09-29 16:38:00,1,238.25,70,0,2,1,1,211,Lost
12719.0,2011-12-04 13:45:00,2,644.95,4,0,4,2,2,422,Potential Loyalist
12720.0,2011-12-07 08:03:00,25,5781.73,2,0,4,4,4,444,Champion
12721.0,2011-11-08 12:13:00,6,2656.13,31,0,3,4,4,344,Loyal
12722.0,2011-09-15 14:50:00,4,997.63,84,0,2,3,3,233,At Risk
12723.0,2011-12-06 10:19:00,5,725.07,3,0,4,3,3,433,Champion
12724.0,2011-12-04 16:02:00,4,1031.41,4,0,4,3,3,433,Champion
12725.0,2010-12-03 15:45:00,1,427.8,370,1,1,1,2,112,Lost
12726.0,2011-11-11 13:35:00,7,2609.1,27,0,3,4,4,344,Loyal
12727.0,2011-11-29 11:46:00,7,3980.7,10,0,4,4,4,444,Champion
12728.0,2011-09-29 15:31:00,4,836.33,70,0,2,3,3,233,At Risk
12729.0,2011-08-18 11:40:00,1,453.01,113,1,2,1,2,212,Lost
12731.0,2011-11-16 11:59:00,12,18895.91,23,0,3,4,4,344,Loyal
12732.0,2011-06-13 11:33:00,1,236.26000000000002,179,1,1,1,1,111,Lost
12733.0,2011-04-19 16:19:00,1,383.95,233,1,1,1,2,112,Lost
12734.0,2010-12-22 12:47:00,1,110.39999999999999,352,1,1,1,1,111,Lost
12735.0,2011-01-28 13:37:00,2,779.5699999999999,314,1,1,2,3,123,Lost
12736.0,2011-01-11 07:57:00,1,234.0,332,1,1,1,1,111,Lost
12738.0,2010-12-02 18:27:00,1,155.35,371,1,1,1,1,111,Lost
12739.0,2011-09-22 13:00:00,2,1013.04,77,0,2,2,3,223,Lost
12740.0,2011-10-07 10:44:00,1,427.6,63,0,2,1,2,212,Lost
12743.0,2011-07-28 16:21:00,2,546.43,133,1,2,2,2,222,Lost
12744.0,2011-10-19 11:18:00,7,21279.29,51,0,2,4,4,244,At Risk
12747.0,2011-12-07 14:34:00,11,4196.01,1,0,4,4,4,444,Champion
12748.0,2011-12-09 12:20:00,209,33719.73,0,0,4,4,4,444,Champion
12749.0,2011-12-06 09:56:00,5,4090.88,3,0,4,3,4,434,Champion
12750.0,2011-08-03 09:13:00,1,275.88,128,1,2,1,1,211,Lost
